"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Владикавказ - Beslan Airport (OGZ)","Москва - Vnukovo International Airport (VKO)","07","543","10193600.00","103503","great"
"Владикавказ - Beslan Airport (OGZ)","Москва - Vnukovo International Airport (VKO)","08","238","4162600.00","103503","great"
"Омск - Omsk Central Airport (OMS)","Москва - Vnukovo International Airport (VKO)","05","209","4763000.00","103503","great"
"Омск - Omsk Central Airport (OMS)","Москва - Vnukovo International Airport (VKO)","06","793","18051600.00","103503","great"
"Омск - Omsk Central Airport (OMS)","Москва - Vnukovo International Airport (VKO)","07","821","18691000.00","103503","great"
"Омск - Omsk Central Airport (OMS)","Москва - Vnukovo International Airport (VKO)","08","384","8759800.00","103503","great"
"Пермь - Bolshoye Savino Airport (PEE)","Москва - Vnukovo International Airport (VKO)","05","1948","28110300.00","103503","great"
"Пермь - Bolshoye Savino Airport (PEE)","Москва - Vnukovo International Airport (VKO)","06","8043","116941400.00","103503","great"
"Пермь - Bolshoye Savino Airport (PEE)","Москва - Vnukovo International Airport (VKO)","07","8338","120984500.00","103503","great"
"Пермь - Bolshoye Savino Airport (PEE)","Москва - Vnukovo International Airport (VKO)","08","3827","55238300.00","103503","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Vnukovo International Airport (VKO)","05","265","1923400.00","103503","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Vnukovo International Airport (VKO)","06","1167","8463300.00","103503","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Vnukovo International Airport (VKO)","07","1224","8880000.00","103503","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Vnukovo International Airport (VKO)","08","605","4390300.00","103503","great"
"Оренбург - Orenburg Central Airport (REN)","Москва - Vnukovo International Airport (VKO)","05","388","6197300.00","103503","great"
"Оренбург - Orenburg Central Airport (REN)","Москва - Vnukovo International Airport (VKO)","06","1766","28115400.00","103503","great"
"Оренбург - Orenburg Central Airport (REN)","Москва - Vnukovo International Airport (VKO)","07","1836","29253800.00","103503","great"
"Оренбург - Orenburg Central Airport (REN)","Москва - Vnukovo International Airport (VKO)","08","874","13839200.00","103503","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Vnukovo International Airport (VKO)","05","122","921300.00","103503","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Vnukovo International Airport (VKO)","06","383","2896300.00","103503","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Vnukovo International Airport (VKO)","07","395","2977200.00","103503","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Vnukovo International Airport (VKO)","08","191","1444400.00","103503","great"
"Саранск - Saransk Airport (SKX)","Москва - Vnukovo International Airport (VKO)","05","78","417000.00","103503","great"
"Саранск - Saransk Airport (SKX)","Москва - Vnukovo International Airport (VKO)","06","241","1290500.00","103503","great"
"Саранск - Saransk Airport (SKX)","Москва - Vnukovo International Airport (VKO)","07","238","1272800.00","103503","great"
"Саранск - Saransk Airport (SKX)","Москва - Vnukovo International Airport (VKO)","08","119","639100.00","103503","great"
"Салехард - Salekhard Airport (SLY)","Москва - Vnukovo International Airport (VKO)","05","96","1912100.00","103503","great"
"Салехард - Salekhard Airport (SLY)","Москва - Vnukovo International Airport (VKO)","06","331","6579600.00","103503","great"
"Салехард - Salekhard Airport (SLY)","Москва - Vnukovo International Airport (VKO)","07","323","6408700.00","103503","great"
"Салехард - Salekhard Airport (SLY)","Москва - Vnukovo International Airport (VKO)","08","156","3092200.00","103503","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Vnukovo International Airport (VKO)","05","76","935600.00","103503","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Vnukovo International Airport (VKO)","06","278","3420400.00","103503","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Vnukovo International Airport (VKO)","07","264","3249600.00","103503","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Vnukovo International Airport (VKO)","08","148","1824800.00","103503","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Vnukovo International Airport (VKO)","05","273","2418700.00","103503","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Vnukovo International Airport (VKO)","06","1477","13331000.00","103503","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Vnukovo International Airport (VKO)","07","1624","14744500.00","103503","great"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Москва - Vnukovo International Airport (VKO)","05","59","4040400.00","103503","great"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Москва - Vnukovo International Airport (VKO)","06","244","14687200.00","103503","great"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Москва - Vnukovo International Airport (VKO)","07","250","14252000.00","103503","great"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Москва - Vnukovo International Airport (VKO)","08","113","6802000.00","103503","great"
"Волгоград - Volgograd International Airport (VOG)","Москва - Vnukovo International Airport (VKO)","05","510","5685600.00","103503","great"
"Волгоград - Volgograd International Airport (VOG)","Москва - Vnukovo International Airport (VKO)","06","2189","24551600.00","103503","great"
"Волгоград - Volgograd International Airport (VOG)","Москва - Vnukovo International Airport (VKO)","07","2261","25068000.00","103503","great"
"Волгоград - Volgograd International Airport (VOG)","Москва - Vnukovo International Airport (VKO)","08","1041","11636300.00","103503","great"
"Владивосток - Vladivostok International Airport (VVO)","Москва - Vnukovo International Airport (VKO)","05","403","33784000.00","103503","great"
"Владивосток - Vladivostok International Airport (VVO)","Москва - Vnukovo International Airport (VKO)","06","926","73281600.00","103503","great"
"Владивосток - Vladivostok International Airport (VVO)","Москва - Vnukovo International Airport (VKO)","07","990","82113900.00","103503","great"
"Владивосток - Vladivostok International Airport (VVO)","Москва - Vnukovo International Airport (VKO)","08","461","38117900.00","103503","great"
"Москва - Vnukovo International Airport (VKO)","Мурманск - Murmansk Airport (MMK)","05","248","3700400.00","5216","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мурманск - Murmansk Airport (MMK)","05","385","6845600.00","5216","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мурманск - Murmansk Airport (MMK)","08","572","10420400.00","5216","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мурманск - Murmansk Airport (MMK)","07","1272","23162900.00","5216","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мурманск - Murmansk Airport (MMK)","06","1193","21654500.00","5216","very few"
"Москва - Vnukovo International Airport (VKO)","Мурманск - Murmansk Airport (MMK)","06","611","9114800.00","5216","very few"
"Москва - Vnukovo International Airport (VKO)","Мурманск - Murmansk Airport (MMK)","07","624","9310200.00","5216","very few"
"Москва - Vnukovo International Airport (VKO)","Мурманск - Murmansk Airport (MMK)","08","311","4635800.00","5216","very few"
"Москва - Domodedovo International Airport (DME)","Надым - Nadym Airport (NYM)","06","563","12309500.00","2976","very few"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Надым - Nadym Airport (NYM)","06","462","11485800.00","2976","very few"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Надым - Nadym Airport (NYM)","07","463","11527300.00","2976","very few"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Надым - Nadym Airport (NYM)","08","252","6279600.00","2976","very few"
"Москва - Domodedovo International Airport (DME)","Надым - Nadym Airport (NYM)","07","585","12800100.00","2976","very few"
"Москва - Domodedovo International Airport (DME)","Надым - Nadym Airport (NYM)","08","299","6543300.00","2976","very few"
"Улан-Удэ - Ulan-Ude Airport (Mukhino) (UUD)","Надым - Nadym Airport (NYM)","05","112","2783200.00","2976","very few"
"Москва - Domodedovo International Airport (DME)","Надым - Nadym Airport (NYM)","05","240","5276200.00","2976","very few"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Нальчик - Nalchik Airport (NAL)","06","496","7043100.00","3679","very few"
"Москва - Domodedovo International Airport (DME)","Нальчик - Nalchik Airport (NAL)","08","373","5221100.00","3679","very few"
"Москва - Domodedovo International Airport (DME)","Нальчик - Nalchik Airport (NAL)","07","769","10768400.00","3679","very few"
"Москва - Domodedovo International Airport (DME)","Нальчик - Nalchik Airport (NAL)","06","745","10437400.00","3679","very few"
"Москва - Domodedovo International Airport (DME)","Нальчик - Nalchik Airport (NAL)","05","302","4227700.00","3679","very few"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Нальчик - Nalchik Airport (NAL)","05","232","3304200.00","3679","very few"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Нальчик - Nalchik Airport (NAL)","07","513","7303800.00","3679","very few"
"Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","Нальчик - Nalchik Airport (NAL)","08","249","3540900.00","3679","very few"
"Москва - Domodedovo International Airport (DME)","Нарьян-Мар - Naryan Mar Airport (NNM)","08","171","2676000.00","8762","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нарьян-Мар - Naryan Mar Airport (NNM)","05","687","10386000.00","8762","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нарьян-Мар - Naryan Mar Airport (NNM)","06","1408","21291000.00","8762","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нарьян-Мар - Naryan Mar Airport (NNM)","07","1453","21967500.00","8762","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нарьян-Мар - Naryan Mar Airport (NNM)","08","691","10444500.00","8762","very few"
"Архангельск - Talagi Airport (ARH)","Нарьян-Мар - Naryan Mar Airport (NNM)","05","253","1683800.00","8762","very few"
"Архангельск - Talagi Airport (ARH)","Нарьян-Мар - Naryan Mar Airport (NNM)","06","1277","8498900.00","8762","very few"
"Архангельск - Talagi Airport (ARH)","Нарьян-Мар - Naryan Mar Airport (NNM)","07","1318","8773000.00","8762","very few"
"Архангельск - Talagi Airport (ARH)","Нарьян-Мар - Naryan Mar Airport (NNM)","08","623","4142600.00","8762","very few"
"Москва - Domodedovo International Airport (DME)","Нарьян-Мар - Naryan Mar Airport (NNM)","07","387","6028500.00","8762","very few"
"Москва - Domodedovo International Airport (DME)","Нарьян-Мар - Naryan Mar Airport (NNM)","06","378","5904000.00","8762","very few"
"Москва - Domodedovo International Airport (DME)","Нарьян-Мар - Naryan Mar Airport (NNM)","05","116","1813000.00","8762","very few"
"Москва - Domodedovo International Airport (DME)","Нерюнгри - Chulman Airport (CNN)","06","239","15921300.00","1122","very few"
"Москва - Domodedovo International Airport (DME)","Нерюнгри - Chulman Airport (CNN)","05","62","3918800.00","1122","very few"
"Москва - Domodedovo International Airport (DME)","Нерюнгри - Chulman Airport (CNN)","07","243","16417500.00","1122","very few"
"Москва - Domodedovo International Airport (DME)","Нерюнгри - Chulman Airport (CNN)","08","181","11912200.00","1122","very few"
"Мирный - Mirny Airport (MJZ)","Нерюнгри - Chulman Airport (CNN)","07","128","1113600.00","1122","very few"
"Мирный - Mirny Airport (MJZ)","Нерюнгри - Chulman Airport (CNN)","06","134","1165800.00","1122","very few"
"Мирный - Mirny Airport (MJZ)","Нерюнгри - Chulman Airport (CNN)","05","57","495900.00","1122","very few"
"Мирный - Mirny Airport (MJZ)","Нерюнгри - Chulman Airport (CNN)","08","78","678600.00","1122","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нефтеюганск - Nefteyugansk Airport (NFG)","08","130","2735900.00","876","very few"
"Москва - Vnukovo International Airport (VKO)","Нефтеюганск - Nefteyugansk Airport (NFG)","05","35","755200.00","876","very few"
"Москва - Vnukovo International Airport (VKO)","Нефтеюганск - Nefteyugansk Airport (NFG)","06","66","1408000.00","876","very few"
"Москва - Vnukovo International Airport (VKO)","Нефтеюганск - Nefteyugansk Airport (NFG)","07","75","1596600.00","876","very few"
"Москва - Vnukovo International Airport (VKO)","Нефтеюганск - Nefteyugansk Airport (NFG)","08","33","701800.00","876","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нефтеюганск - Nefteyugansk Airport (NFG)","05","83","1741000.00","876","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нефтеюганск - Nefteyugansk Airport (NFG)","06","227","4775800.00","876","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нефтеюганск - Nefteyugansk Airport (NFG)","07","227","4773700.00","876","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижневартовск - Nizhnevartovsk Airport (NJC)","06","383","9619200.00","8402","very few"
"Москва - Domodedovo International Airport (DME)","Нижневартовск - Nizhnevartovsk Airport (NJC)","08","593","13799500.00","8402","very few"
"Москва - Domodedovo International Airport (DME)","Нижневартовск - Nizhnevartovsk Airport (NJC)","07","1292","30075200.00","8402","very few"
"Советский - Sovetskiy Airport (OVS)","Нижневартовск - Nizhnevartovsk Airport (NJC)","06","1213","8434800.00","8402","very few"
"Советский - Sovetskiy Airport (OVS)","Нижневартовск - Nizhnevartovsk Airport (NJC)","07","1251","8701900.00","8402","very few"
"Советский - Sovetskiy Airport (OVS)","Нижневартовск - Nizhnevartovsk Airport (NJC)","08","602","4189500.00","8402","very few"
"Москва - Domodedovo International Airport (DME)","Нижневартовск - Nizhnevartovsk Airport (NJC)","06","1270","29580800.00","8402","very few"
"Москва - Domodedovo International Airport (DME)","Нижневартовск - Nizhnevartovsk Airport (NJC)","05","528","12291100.00","8402","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижневартовск - Nizhnevartovsk Airport (NJC)","05","139","3481100.00","8402","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижневартовск - Nizhnevartovsk Airport (NJC)","07","393","9843200.00","8402","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижневартовск - Nizhnevartovsk Airport (NJC)","08","174","4365100.00","8402","very few"
"Советский - Sovetskiy Airport (OVS)","Нижневартовск - Nizhnevartovsk Airport (NJC)","05","564","3923800.00","8402","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Нижнекамск - Begishevo Airport (NBC)","07","288","2044800.00","4087","very few"
"Омск - Omsk Central Airport (OMS)","Нижнекамск - Begishevo Airport (NBC)","05","53","718100.00","4087","very few"
"Омск - Omsk Central Airport (OMS)","Нижнекамск - Begishevo Airport (NBC)","06","141","1913900.00","4087","very few"
"Омск - Omsk Central Airport (OMS)","Нижнекамск - Begishevo Airport (NBC)","07","138","1881200.00","4087","very few"
"Омск - Omsk Central Airport (OMS)","Нижнекамск - Begishevo Airport (NBC)","08","63","857000.00","4087","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Нижнекамск - Begishevo Airport (NBC)","08","134","951400.00","4087","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Нижнекамск - Begishevo Airport (NBC)","06","271","1924100.00","4087","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Нижнекамск - Begishevo Airport (NBC)","05","92","653200.00","4087","very few"
"Чебоксары - Cheboksary Airport (CSY)","Нижнекамск - Begishevo Airport (NBC)","08","487","1520500.00","4087","very few"
"Чебоксары - Cheboksary Airport (CSY)","Нижнекамск - Begishevo Airport (NBC)","07","1002","3130200.00","4087","very few"
"Чебоксары - Cheboksary Airport (CSY)","Нижнекамск - Begishevo Airport (NBC)","06","963","3008100.00","4087","very few"
"Чебоксары - Cheboksary Airport (CSY)","Нижнекамск - Begishevo Airport (NBC)","05","455","1421000.00","4087","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","08","732","8406600.00","16318","few"
"Нальчик - Nalchik Airport (NAL)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","08","243","3456300.00","16318","few"
"Пермь - Bolshoye Savino Airport (PEE)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","08","480","4492600.00","16318","few"
"Пермь - Bolshoye Savino Airport (PEE)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","07","985","9462600.00","16318","few"
"Пермь - Bolshoye Savino Airport (PEE)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","06","987","9183900.00","16318","few"
"Москва - Sheremetyevo International Airport (SVO)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","08","1258","6226400.00","16318","few"
"Москва - Sheremetyevo International Airport (SVO)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","07","2612","12998800.00","16318","few"
"Москва - Sheremetyevo International Airport (SVO)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","06","2537","12698000.00","16318","few"
"Сочи - Sochi International Airport (AER)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","08","63","917700.00","16318","few"
"Москва - Sheremetyevo International Airport (SVO)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","05","1260","6283000.00","16318","few"
"Сочи - Sochi International Airport (AER)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","07","139","2030900.00","16318","few"
"Сочи - Sochi International Airport (AER)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","06","132","1923800.00","16318","few"
"Сочи - Sochi International Airport (AER)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","05","40","587000.00","16318","few"
"Нальчик - Nalchik Airport (NAL)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","05","99","1407900.00","16318","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","05","541","6059600.00","16318","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","06","1516","16890200.00","16318","few"
"Нальчик - Nalchik Airport (NAL)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","07","527","7496700.00","16318","few"
"Пермь - Bolshoye Savino Airport (PEE)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","05","135","1261900.00","16318","few"
"Нальчик - Nalchik Airport (NAL)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","06","483","6873300.00","16318","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Нижний Новгород - Nizhny Novgorod Strigino International Airport (GOJ)","07","1549","17208800.00","16318","few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Новокузнецк - Spichenkovo Airport (NOZ)","05","14","561700.00","8986","very few"
"Сочи - Sochi International Airport (AER)","Новокузнецк - Spichenkovo Airport (NOZ)","07","175","7416000.00","8986","very few"
"Сочи - Sochi International Airport (AER)","Новокузнецк - Spichenkovo Airport (NOZ)","06","151","6255200.00","8986","very few"
"Сочи - Sochi International Airport (AER)","Новокузнецк - Spichenkovo Airport (NOZ)","05","65","2609600.00","8986","very few"
"Сочи - Sochi International Airport (AER)","Новокузнецк - Spichenkovo Airport (NOZ)","08","84","3357200.00","8986","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Новокузнецк - Spichenkovo Airport (NOZ)","05","1072","4044400.00","8986","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Новокузнецк - Spichenkovo Airport (NOZ)","06","2798","10560300.00","8986","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Новокузнецк - Spichenkovo Airport (NOZ)","07","2849","10763300.00","8986","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Новокузнецк - Spichenkovo Airport (NOZ)","08","1399","5262000.00","8986","very few"
"Череповец - Cherepovets Airport (CEE)","Новокузнецк - Spichenkovo Airport (NOZ)","06","40","1378000.00","8986","very few"
"Череповец - Cherepovets Airport (CEE)","Новокузнецк - Spichenkovo Airport (NOZ)","07","59","2128100.00","8986","very few"
"Череповец - Cherepovets Airport (CEE)","Новокузнецк - Spichenkovo Airport (NOZ)","08","25","875600.00","8986","very few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Новокузнецк - Spichenkovo Airport (NOZ)","08","24","852900.00","8986","very few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Новокузнецк - Spichenkovo Airport (NOZ)","07","58","2401300.00","8986","very few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Новокузнецк - Spichenkovo Airport (NOZ)","06","45","1871200.00","8986","very few"
"Красноярск - Yemelyanovo Airport (KJA)","Новокузнецк - Spichenkovo Airport (NOZ)","08","28","123200.00","8986","very few"
"Красноярск - Yemelyanovo Airport (KJA)","Новокузнецк - Spichenkovo Airport (NOZ)","07","53","233200.00","8986","very few"
"Красноярск - Yemelyanovo Airport (KJA)","Новокузнецк - Spichenkovo Airport (NOZ)","06","45","198000.00","8986","very few"
"Красноярск - Yemelyanovo Airport (KJA)","Новокузнецк - Spichenkovo Airport (NOZ)","05","2","8800.00","8986","very few"
"Пермь - Bolshoye Savino Airport (PEE)","Новосибирск - Tolmachevo Airport (OVB)","05","1524","34282300.00","87419","great"
"Москва - Domodedovo International Airport (DME)","Новосибирск - Tolmachevo Airport (OVB)","06","10309","356402400.00","87419","great"
"Москва - Domodedovo International Airport (DME)","Новосибирск - Tolmachevo Airport (OVB)","05","4062","140466000.00","87419","great"
"Мирный - Mirny Airport (MJZ)","Новосибирск - Tolmachevo Airport (OVB)","05","65","1291900.00","87419","great"
"Мирный - Mirny Airport (MJZ)","Новосибирск - Tolmachevo Airport (OVB)","06","202","4007900.00","87419","great"
"Пермь - Bolshoye Savino Airport (PEE)","Новосибирск - Tolmachevo Airport (OVB)","06","3134","69774900.00","87419","great"
"Пермь - Bolshoye Savino Airport (PEE)","Новосибирск - Tolmachevo Airport (OVB)","07","3270","73129600.00","87419","great"
"Пермь - Bolshoye Savino Airport (PEE)","Новосибирск - Tolmachevo Airport (OVB)","08","1567","35164800.00","87419","great"
"Абакан - Abakan Airport (ABA)","Новосибирск - Tolmachevo Airport (OVB)","08","143","829400.00","87419","great"
"Сургут - Surgut Airport (SGC)","Новосибирск - Tolmachevo Airport (OVB)","08","85","760100.00","87419","great"
"Сургут - Surgut Airport (SGC)","Новосибирск - Tolmachevo Airport (OVB)","07","173","1553200.00","87419","great"
"Сургут - Surgut Airport (SGC)","Новосибирск - Tolmachevo Airport (OVB)","06","169","1524800.00","87419","great"
"Сургут - Surgut Airport (SGC)","Новосибирск - Tolmachevo Airport (OVB)","05","58","519800.00","87419","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Новосибирск - Tolmachevo Airport (OVB)","08","1405","5329100.00","87419","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Новосибирск - Tolmachevo Airport (OVB)","07","2845","10713800.00","87419","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Новосибирск - Tolmachevo Airport (OVB)","08","290","4567500.00","87419","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Новосибирск - Tolmachevo Airport (OVB)","07","588","9252300.00","87419","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Новосибирск - Tolmachevo Airport (OVB)","06","2806","10510500.00","87419","great"
"Новокузнецк - Spichenkovo Airport (NOZ)","Новосибирск - Tolmachevo Airport (OVB)","05","807","3059800.00","87419","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Новосибирск - Tolmachevo Airport (OVB)","06","573","9000300.00","87419","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Новосибирск - Tolmachevo Airport (OVB)","05","285","4473000.00","87419","great"
"Мирный - Mirny Airport (MJZ)","Новосибирск - Tolmachevo Airport (OVB)","08","108","2139000.00","87419","great"
"Мирный - Mirny Airport (MJZ)","Новосибирск - Tolmachevo Airport (OVB)","07","199","3935500.00","87419","great"
"Салехард - Salekhard Airport (SLY)","Новосибирск - Tolmachevo Airport (OVB)","06","1287","19984600.00","87419","great"
"Салехард - Salekhard Airport (SLY)","Новосибирск - Tolmachevo Airport (OVB)","07","1347","20915000.00","87419","great"
"Салехард - Salekhard Airport (SLY)","Новосибирск - Tolmachevo Airport (OVB)","08","612","9504800.00","87419","great"
"Красноярск - Yemelyanovo Airport (KJA)","Новосибирск - Tolmachevo Airport (OVB)","05","72","453600.00","87419","great"
"Красноярск - Yemelyanovo Airport (KJA)","Новосибирск - Tolmachevo Airport (OVB)","06","223","1404900.00","87419","great"
"Красноярск - Yemelyanovo Airport (KJA)","Новосибирск - Tolmachevo Airport (OVB)","07","211","1329300.00","87419","great"
"Красноярск - Yemelyanovo Airport (KJA)","Новосибирск - Tolmachevo Airport (OVB)","08","118","743400.00","87419","great"
"Салехард - Salekhard Airport (SLY)","Новосибирск - Tolmachevo Airport (OVB)","05","363","5625400.00","87419","great"
"Москва - Sheremetyevo International Airport (SVO)","Новосибирск - Tolmachevo Airport (OVB)","05","3373","116978400.00","87419","great"
"Москва - Sheremetyevo International Airport (SVO)","Новосибирск - Tolmachevo Airport (OVB)","06","8336","287896000.00","87419","great"
"Москва - Sheremetyevo International Airport (SVO)","Новосибирск - Tolmachevo Airport (OVB)","07","8640","297822000.00","87419","great"
"Москва - Sheremetyevo International Airport (SVO)","Новосибирск - Tolmachevo Airport (OVB)","08","4217","147876400.00","87419","great"
"Москва - Domodedovo International Airport (DME)","Новосибирск - Tolmachevo Airport (OVB)","08","5120","176291500.00","87419","great"
"Москва - Domodedovo International Airport (DME)","Новосибирск - Tolmachevo Airport (OVB)","07","10619","366565400.00","87419","great"
"Абакан - Abakan Airport (ABA)","Новосибирск - Tolmachevo Airport (OVB)","05","77","446600.00","87419","great"
"Киров - Pobedilovo Airport (KVX)","Новосибирск - Tolmachevo Airport (OVB)","08","1341","34294900.00","87419","great"
"Киров - Pobedilovo Airport (KVX)","Новосибирск - Tolmachevo Airport (OVB)","07","2779","71177900.00","87419","great"
"Киров - Pobedilovo Airport (KVX)","Новосибирск - Tolmachevo Airport (OVB)","06","2683","68407800.00","87419","great"
"Киров - Pobedilovo Airport (KVX)","Новосибирск - Tolmachevo Airport (OVB)","05","788","20083500.00","87419","great"
"Абакан - Abakan Airport (ABA)","Новосибирск - Tolmachevo Airport (OVB)","06","270","1566000.00","87419","great"
"Абакан - Abakan Airport (ABA)","Новосибирск - Tolmachevo Airport (OVB)","07","276","1600800.00","87419","great"
"Ноябрьск - Noyabrsk Airport (NOJ)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","161","531300.00","14889","few"
"Москва - Domodedovo International Airport (DME)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","915","27088700.00","14889","few"
"Москва - Domodedovo International Airport (DME)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","2194","64385800.00","14889","few"
"Москва - Domodedovo International Airport (DME)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","2219","65219300.00","14889","few"
"Москва - Domodedovo International Airport (DME)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","1017","30071500.00","14889","few"
"Когалым - Kogalym International Airport (KGP)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","66","290400.00","14889","few"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","110","726000.00","14889","few"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","243","1603800.00","14889","few"
"Москва - Sheremetyevo International Airport (SVO)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","784","22981300.00","14889","few"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","256","1689600.00","14889","few"
"Москва - Sheremetyevo International Airport (SVO)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","1648","48276400.00","14889","few"
"Москва - Sheremetyevo International Airport (SVO)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","1573","45713800.00","14889","few"
"Москва - Sheremetyevo International Airport (SVO)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","662","19706000.00","14889","few"
